1) Gender,2) Age,3) Academic degree,4) Main field of research,6) Do you work\study only in the academia? ,"7) How many years have passed since your first academic publication (i.e., academic age)",8) Current affiliation's country ,"9) Based on the last 5 years, on average, how many research projects do you involved in, at the same time? ",10) How many academic papers did you publish with one or more co-author(s) other than your advisor(s)? ,"11) How many solo (i.e., you are the only author) papers did you publish? ",12) How many advisors did you have during your master's studies?,13) How many papers you published during your Masters with your advisor(s)? ,14) How many advisors did you have during your Ph.D. studies?,15) How many papers you published during your Ph.D. studies with your advisor(s)? ,16) How many years your (main) master's advisor is/was older than you?,17) What is/was your master's advisor academic title?,18) What is/was your (main) master's advisor's gender?,19) Did you have a conflict about credit distribution in a paper with your Master's advisor(s)?,20) How many years your (main) Ph.D.'s  (or MD)   advisor is/was older than you?,21) What is/was your (main) Ph.D. (or MD) advisor's gender?,22) Did you have a conflict about credit distribution in a paper with your Ph.D.  (or MD) advisor(s)?,23) What is/was your Ph.D.'s (or MD) advisor academic title?,24) Did you have a conflict about credit distribution in a paper with your peers?,25) Did you add someone to a paper without him\her contributing at all (or not enough to be named an author)? ,26) How often do you ask authors to cite you as part of a review process?,27) How often do you cite your colleagues even when the citation is not entirely scientifically warranted?,"28) How often a co-author raise demands or claims to get more credit in a paper, usually with a treat of delaying the paper's submission/publication?",29)  How many times do you update a papers' authors list based on co-authors' demands and NOT BASED ON CHANGES IN THE CONTRIBUTION of the authors?,5) Second field of research (if any),30) How often do you have to demand to get more credit for you work in a research?
Male,46-55,Professor,Basic biology,Yes,10-20,Pakistan,3,10+,2-5,1,1,1,4,10-20,Prof.,Male,Yes,20-40,Male,No,Prof.,Yes - They were from the same *institute* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Often,Never,,Rarely
Male,36-45,Third (Ph.D. \ MD),Plant production and environmental agriculture,No,6-9,Pakistan,1,2-5,2-5,1,0,1,3,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""","When relevant but not necessarily ""a must""",Rarely,Never,Animal life science,Never
Male,36-45,Third (Ph.D. \ MD),Economics,Yes,6-9,Thailand,2,1,2-5,1,0,1,3,20-40,Prof.,Male,No,20-40,Male,No,Prof.,No,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,Management,Never
Male,36-45,Third (Ph.D. \ MD),Physics,Yes,6-9,Pakistan,2,2-5,2-5,1,0,1,3,20-40,Prof.,Male,No,10-20,Male,Yes,Prof.,No,No,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Never,Never,,Never
Male,56-65,Professor,Animal life science,Yes,20+,Japan,5+,10+,2-5,1,0,1,2,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Never,Never,Genome science,Never
Male,66+,Professor,Politics,Yes,20+,China,5+,10+,10+,1,0,1,2,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *institute* as I am,No,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Never,,Never
Male,36-45,Third (Ph.D. \ MD),Mechanical engineering,Yes,6-9,United States,3,5-10,1,1,1,2,4,10-20,Prof.,Male,No,10-20,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Never,Architecture and building engineering,Never
Male,46-55,Professor,Mathematics,Yes,20+,India,3,10+,5-10,1,0,1,3,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Often,Economics,Rarely
Male,56-65,Professor,Genome science,Yes,20+,Japan,5+,10+,10+,1,2,,5+,40+,Prof.,Male,No,40+,Male,No,Prof.,Yes - They were from the same *institute* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Rarely,Biological Science,Rarely
Male,36-45,Third (Ph.D. \ MD),Chemistry,Yes,6-9,Japan,2,2-5,0,1,1,1,3,10-20,Prof.,Male,No,10-20,Male,No,Prof.,Yes - They were from the same *country* as I am,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Never,Chemistry,Never
Male,56-65,Professor,Computer Science (CS),Yes,20+,Japan,4,10+,5-10,1,0,1,2,20-40,Prof.,Male,No,20-40,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,36-45,Third (Ph.D. \ MD),Basic biology,Yes,10-20,Japan,3,10+,0,1,0,1,3,10-20,Prof.,Male,No,20-40,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,26-35,Third (Ph.D. \ MD),Applied physics,Yes,3-5,South Africa,1,1,0,1,1,1,2,10-20,Prof.,Male,No,10-20,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,Nano/Micro science,Never
Male,36-45,Third (Ph.D. \ MD),Architecture and building engineering,No,6-9,Egypt,3,5-10,0,1,1,2,4,10-20,Prof.,Male,Yes,20-40,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Never,,Never
Male,46-55,Professor,Sociology,Yes,20+,Indonesia,2,5-10,5-10,1,1,1,2,40+,Prof.,Male,No,40+,Female,No,Prof.,Yes - They were from the same *institute* as I am,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Never,Psychology,Never
Female,26-35,Third (Ph.D. \ MD),Law,No,3-5,United Kingdom,1,1,1,1,0,1,2,10-20,Dr.,Male,No,10-20,Female,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,56-65,Professor,Linguistics,Yes,20+,United Arab Emirates,3,5-10,10+,1,1,1,3,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Rarely,,Never
Female,46-55,Professor,Electrical and electronic engineering,Yes,20+,United Kingdom,5+,10+,5-10,1,1,2,5+,10-20,Dr.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *country* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Never,,Never
Male,36-45,Third (Ph.D. \ MD),Law,No,3-5,Jordan,1,1,1,1,0,1,2,10-20,Prof.,Male,No,20-40,Male,Yes,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,Politics,Never
Male,46-55,Professor,Economics,No,20+,United Arab Emirates,4,10+,2-5,1,2,1,3,10-20,Prof.,Male,No,10-20,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Often,,Never
Male,26-35,Third (Ph.D. \ MD),Material engineering,Yes,3-5,Georgia,2,2-5,0,1,0,1,3,5-10,Dr.,Male,No,40+,Male,No,Prof.,No,No,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Never,Never,Process/Chemical engineering,Never
Male,46-55,Professor,Basic biology,Yes,10-20,United States,3,10+,2-5,1,0,1,3,10-20,Prof.,Female,No,10-20,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Never,Rarely,Agricultural science in society and economy,Never
Male,56-65,Professor,Mechanical engineering,Yes,20+,China,4,10+,10+,1,1,2,4,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Never,,Never
Male,66+,Professor,Basic medicine,No,20+,Japan,3,10+,10+,1,0,1,1,40+,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *institute* as I am,No,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Never,Psychology,Rarely
Male,26-35,Third (Ph.D. \ MD),Social sciences,No,3-5,Morocco,1,1,0,1,0,1,2,10-20,Prof.,Male,No,20-40,Male,Yes,Prof.,No,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,36-45,Third (Ph.D. \ MD),Anthropology,Yes,10-20,Egypt,1,2-5,0,1,0,1,1,40+,Prof.,Male,No,20-40,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,46-55,Professor,Mathematics,Yes,20+,China,2,2-5,10+,1,1,1,2,20-40,Prof.,Male,No,40+,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Never,,Never
Female,36-45,Third (Ph.D. \ MD),Linguistics,Yes,10-20,Russian Federation,2,2-5,10+,1,1,1,4,40+,Prof.,Female,No,40+,Female,No,Prof.,No,No,When in the general scope of the work,When in the general scope of the work,Never,Never,,Never
Female,56-65,Professor,History,No,20+,United Kingdom,3,10+,10+,1,1,1,1,40+,Prof.,Male,No,20-40,Male,Yes,Prof.,Yes - They were from the same *country* as I am,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,Economics,Never
Male,36-45,Third (Ph.D. \ MD),Applied physics,No,6-9,Ethiopia,2,2-5,0,1,0,1,2,20-40,Prof.,Male,Yes,20-40,Male,No,Prof.,No,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Never,Never,,Never
Male,26-35,Third (Ph.D. \ MD),Physics,Yes,3-5,Azerbaijan,1,0,0,1,0,1,3,10-20,Prof.,Male,No,20-40,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,Computer Science (CS),Never
Female,46-55,Professor,Neuroscience,Yes,20+,United States,5+,10+,10+,1,1,2,5+,10-20,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *institute* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Rarely,Psychology,Never
Female,26-35,Second (Master),Economics,No,1-2,Ukraine,1,0,1,1,0,,,10-20,Prof.,Male,No,,,,,No,No,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Rarely,Management,Rarely
Female,36-45,Third (Ph.D. \ MD),Animal life science,Yes,10-20,United Kingdom,2,5-10,5-10,1,0,1,2,10-20,Dr.,Female,No,10-20,Female,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,Nursing,Rarely
Male,56-65,Professor,Genome science,Yes,20+,United Kingdom,4,10+,5-10,1,1,1,3,20-40,Prof.,Female,No,20-40,Female,No,Prof.,Yes - They were from the same *country* as I am,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,Process/Chemical engineering,Never
Male,36-45,Third (Ph.D. \ MD),Electrical and electronic engineering,Yes,6-9,Tunisia,2,2-5,0,1,0,1,3,20-40,Prof.,Male,Yes,10-20,Male,No,Prof.,No,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Never,Never,Mathematics,Never
Male,46-55,Third (Ph.D. \ MD),Basic biology,Yes,10-20,Indonesia,2,10+,0,1,1,2,4,20-40,Prof.,Male,No,40+,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Never,,Never
Male,46-55,Professor,Anthropology,Yes,20+,Indonesia,2,10+,2-5,1,0,1,3,10-20,Prof.,Male,No,10-20,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,History,Never
Male,56-65,Professor,Chemistry,No,20+,Iraq,3,10+,2-5,1,1,1,3,10-20,Prof.,Male,No,20-40,Male,Yes,Prof.,Yes - They were from the same *field of study* as I am,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Rarely,,Never
Female,36-45,Professor,Mathematics,Yes,10-20,Russian Federation,2,2-5,10+,1,1,1,1,40+,Prof.,Male,No,40+,Male,No,Prof.,Yes - They were from the same *country* as I am,No,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Never,Never,Biological Science,Never
Male,36-45,Third (Ph.D. \ MD),Architecture and building engineering,Yes,10-20,Ukraine,2,5-10,0,1,0,1,3,10-20,Prof.,Male,No,20-40,Male,No,Prof.,No,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Rarely
Male,46-55,Professor,Law,No,20+,Australia,1,5-10,10+,1,1,1,2,20-40,Prof.,Male,No,10-20,Male,Yes,Prof.,No,No,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Never,Never,,Never
Male,46-55,Professor,Anthropology,Yes,10-20,United Arab Emirates,2,10+,10+,1,0,3,3,40+,Prof.,Male,No,40+,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Rarely,,Never
Male,46-55,Professor,Plant production and environmental agriculture,No,10-20,United States,5+,10+,5-10,2,2,1,3,10-20,Prof.,Female,No,10-20,Female,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Never,,Never
Female,36-45,Third (Ph.D. \ MD),Process/Chemical engineering,No,6-9,United States,1,2-5,0,1,0,1,3,20-40,Prof.,Male,No,20-40,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,Mechanical engineering,Never
Male,66+,Professor,Economics,No,20+,United States,5+,10+,10+,1,0,1,1,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""","When relevant but not necessarily ""a must""",Rarely,Often,,Never
Male,36-45,Third (Ph.D. \ MD),Mathematics,Yes,10-20,Indonesia,2,5-10,0,1,0,1,4,20-40,Prof.,Male,Yes,10-20,Male,No,Prof.,Yes - They were from the same *field of study* as I am,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Never,Biological Science,Rarely
Male,36-45,Third (Ph.D. \ MD),Sociology,Yes,6-9,Iran,2,2-5,1,1,0,1,2,20-40,Prof.,Male,No,20-40,Male,No,Prof.,No,No,"When relevant but not necessarily ""a must""","When relevant but not necessarily ""a must""",Rarely,Never,,Rarely
Male,36-45,Third (Ph.D. \ MD),Genome science,Yes,10-20,United States,3,10+,1,2,1,1,3,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Rarely,,Never
Male,46-55,Professor,Animal life science,Yes,20+,Denmark,4,5-10,0,1,0,2,5+,5-10,Dr.,Female,Yes,20-40,Male,No,Prof.,No,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Never,,Never
Male,46-55,Professor,Electrical and electronic engineering,Yes,20+,India,4,10+,1,1,1,1,2,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *country* as I am,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Rarely,,Never
Male,26-35,Third (Ph.D. \ MD),Economics,No,3-5,Argentina,2,1,0,1,0,1,2,20-40,Prof.,Male,No,20-40,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Female,46-55,Professor,Mathematics,Yes,20+,United States,5+,10+,10+,1,1,1,3,40+,Prof.,Male,No,40+,Male,No,Prof.,Yes - They were from the same *institute* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Rarely,,Rarely
Female,56-65,Professor,History,Yes,20+,Germany,2,2-5,10+,1,0,1,2,40+,Prof.,Male,No,40+,Male,No,Prof.,Yes - They were from the same *institute* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Never,Never,Literature,Never
Male,36-45,Third (Ph.D. \ MD),Oncology,Yes,6-9,Libya,2,5-10,0,1,0,1,3,40+,Prof.,Male,No,20-40,Male,No,Prof.,No,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Never,,Never
Female,26-35,Third (Ph.D. \ MD),Genome science,Yes,6-9,United States,1,2-5,0,1,1,1,3,10-20,Dr.,Female,No,20-40,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,46-55,Professor,Mathematics,Yes,20+,India,2,2-5,10+,1,1,1,2,40+,Prof.,Male,No,40+,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Rarely,,Never
Male,36-45,Third (Ph.D. \ MD),Mechanical engineering,Yes,3-5,Singapore,3,5-10,0,1,1,2,4,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,No,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Never,,Never
Male,36-45,Third (Ph.D. \ MD),Mechanical engineering,Yes,6-9,Turkey,3,5-10,1,1,0,2,4,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *institute* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Never,Physics,Never
Male,56-65,Professor,Applied physics,Yes,20+,Thailand,4,10+,10+,1,1,1,2,40+,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Never,Electrical and electronic engineering,Never
Male,26-35,Third (Ph.D. \ MD),Environmental science,No,3-5,Libya,1,0,1,1,0,1,3,20-40,Prof.,Male,No,20-40,Male,Yes,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,36-45,Third (Ph.D. \ MD),Anthropology,Yes,20+,Algeria,2,2-5,10+,1,0,,1,40+,Prof.,Male,Yes,20-40,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,26-35,Third (Ph.D. \ MD),Oncology,No,3-5,United States,1,2-5,0,1,0,1,0,10-20,Dr.,Male,No,10-20,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,Genome science,Never
Male,46-55,Professor,History,Yes,20+,Saudi Arabia,2,2-5,10+,1,1,1,2,40+,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Often,,Rarely
Female,26-35,Third (Ph.D. \ MD),Biological Science,Yes,3-5,United Kingdom,1,1,0,1,0,1,3,10-20,Dr.,Female,No,10-20,Male,No,Dr.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Female,56-65,Professor,Linguistics,Yes,20+,Belarus,3,10+,10+,1,0,1,2,40+,Prof.,Female,No,40+,Female,No,Prof.,Yes - They were from the same *institute* as I am,No,"When relevant but not necessarily ""a must""","When relevant but not necessarily ""a must""",Never,Never,,Never
Male,46-55,Professor,Neuroscience,No,20+,Tunisia,2,10+,2-5,1,1,1,4,20-40,Prof.,Male,No,20-40,Male,Yes,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Rarely,,Never
Female,46-55,Professor,Biological Science,Yes,20+,Germany,5+,10+,2-5,1,1,2,5+,10-20,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Rarely,,Rarely
Male,46-55,Third (Ph.D. \ MD),Economics,Yes,6-9,Tunisia,3,5-10,0,1,0,1,3,10-20,Dr.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""","When relevant but not necessarily ""a must""",Often,Rarely,,Never
Male,56-65,Professor,Basic medicine,No,20+,Turkey,3,10+,10+,I did a direct Ph.D.,0,,2,,,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *institute* as I am,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Never,,Never
Female,36-45,Third (Ph.D. \ MD),Mathematics,Yes,10-20,Italy,2,2-5,2-5,1,0,1,3,10-20,Dr.,Female,No,10-20,Female,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Female,26-35,Third (Ph.D. \ MD),Physics,Yes,6-9,Canada,3,5-10,0,1,1,1,4,10-20,Prof.,Male,No,20-40,Male,No,Prof.,No,No,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Never,Never,,Never
